Chaser Trailer,5815,-1
Guill 2 Renaissance,5816,-1
Medal of Honor - Limited Edition,5817,-1
Medal of Honor - WOLF,5818,-1
Medal of Honor - MISSIONS,5819,-1
Medal of Honor - Announce Long,5820,-1
Medal of Honor - T6E3SP,5821,-1
Medal of Honor - E3MP,5822,-1
Tidalis Launch Trailer,5823,-1
Tidalis Extended Trailer,5824,-1
Alien Swarm Gameplay Video,5825,-1
Fallen Earth - Better Off,5826,-1
Fallen Earth - Sniper,5827,-1
Fallen Earth - Reviews,5828,-1
Global Agenda Mashup,5829,-1
Burn Zombie Burn Trailer,5830,-1
GREED - Final,5831,-1
Rig n Roll Trailer,5832,-1
The Guild 2: Renaissance Trailer,5833,-1
Mafia II - Dev Diary 1,5834,-1
Mafia II - Dev Diary 2,5835,-1
Mafia II - Dev Diary 3,5836,-1
Mafia II - Boom Boom,5837,-1
Mafia II - E3 Trailer,5838,-1
Worms Reloaded Trailer 2,5839,-1
Lara Croft Guardian of Light Trailer 2 (PEGI),5840,-1
DC Universe Online - E3 Trailer,5841,-1
Trainz 2010 Trailer,5842,-1
WMC Twice in a Blue Moon Trailer,5843,-1
Deus Ex Human Revolution Trailer,5844,-1
AC_Dead_Mans_Folly_Trailer,5845,-1
Buried_In_Time_Trailer,5846,-1
DeadTime_Stories_Trailer,5847,-1
Paradise Quest Trailer,5848,-1
Treasures_of_the_Serengeti Trailer,5849,-1
WMC A Darker Shade,5850,-1
WMC Death_in_Scarlet Trailer,5851,-1
AlterEgo Trailer,5852,-1
Commander - CotA Trailer,5853,-1
Kane & Lynch 2 - Focus on the Job - PEGI (EN),5854,310
Kane & Lynch 2 - Focus on the Job - ESRB (EN),5855,310
Kane & Lynch 2 - Focus on the Job (FR),5856,310
Kane & Lynch 2 - Focus on the Job (IT),5857,310
Kane & Lynch 2 - Focus on the Job (ES),5858,310
Kane & Lynch 2 - Focus on the Job (DE),5859,310
Kane & Lynch 2 - You Think You Can Kill Me (DE),5860,310
Lara Croft Guardian of Light Trailer 2 (ESRB),5861,-1
Kane & Lynch 2 - You Think You Can Kill Me (PEGI) (EN),5862,310
The Ball Trailer 1,5863,-1
Kane & Lynch 2 - You Think You Can Kill Me (ESRB) (EN),5864,310
Kane & Lynch 2 - You Think You Can Kill Me (IT),5865,310
Kane & Lynch 2 - You Think You Can Kill Me (ES),5866,310
Kane & Lynch 2 - You Think You Can Kill Me (FR),5867,310
DC Universe Online Trailer 2,5868,-1
Puzzle Quest 2 Trailer,5869,-1
Dungeon Siege 3 Trailer,5870,-1
Power of Defense Trailer,5871,-1
H.A.W.X. 2 Trailer,5872,-1
Horrid Henry Trailer,5873,-1
Ziro Trailer,5874,-1
Nation Red Trailer,5875,-1
Burn Zombie Burn Trailer 2,5876,-1
Kane & Lynch 2 - Most Notorious Criminals (ES),5877,310
Kane & Lynch 2 - Most Notorious Criminals (ESRB) (EN),5878,310
Kane & Lynch 2 - Most Notorious Criminals (DE),5879,310
Kane & Lynch 2 - Most Notorious Criminals (PEGI) (EN),5880,310
City of Heroes - Going Rogue Trailer,5881,-1
SimCity 4 - Rush Hour Expansion Pack Trailer,5882,-1
F1 2010 Trailer,5883,-1
Football Manager 2011 Dev Diary,5884,-1
Cossacks Trailer,5885,-1
Aura2 Trailer,5886,-1
swarmArena,5887,-1
ARMA II - British Armed Force Trailer,5888,-1
Aura Trailer,5889,-1
Blade Kitten Trailer,5890,-1
ArcaniA Trailer2,5891,-1
Demolition Company Trailer,5894,-1
Nuclear Dawn Trailer,5895,-1
H.A.W.X.2 Story Trailer,5896,-1
Dead Rising 2 Trailer,5897,-1
R.U.S.E. Divide and Conquer Trailer,5898,-1
Patrician IV Teaser,5899,-1
Patrician IV Teaser - DE,5900,-1
Ship Simulator Spoof,5901,-1
BladeKittenTrailer 2,5902,-1
chime04,5903,-1
Ship Simulator - Release Trailer,5904,-1
Brink - Teaser Trailer,5905,-1
Brink - Trailer 2,5906,-1
Space Marine,5907,8876
Call of Duty - Black OPS Trailer,5908,-1
Hunted - Trailer,5909,-1
Call of Duty - Black OPS Multiplayer Teaser,5910,-1
vvvvvv Trailer,5911,-1
MOH - Fallen Angel,5912,-1
Kane & Lynch 2 - DLC Trailer (DE),5913,310
Kane & Lynch 2 - DLC Trailer (ES),5914,310
Kane & Lynch 2 - DLC Trailer (ESRB) (EN),5915,310
Kane & Lynch 2 - DLC Trailer (IT),5916,310
Kane & Lynch 2 - DLC Trailer (PEGI) (EN),5917,310
Kane & Lynch 2 - DLC Trailer (FR),5918,310
Chime Preview Trailer 2,5921,-1
NyxQuest Trailer,5922,-1
Portal 2 Co-op Trailer,5926,-1
Chime01,5927,-1
chime03Tutorial,5928,-1
chime03Markus,5929,-1
Portal 2 PAX Trailer,5930,-1
Delve Deeper Trailer,5931,-1
Alien Breed 2 Trailer,5932,-1
Lost Planet 2 Trailer,5933,-1
Bloody Good Time Clown Trailer (EN),5934,-1
Bloody Good Time Clown Trailer (FR),5935,-1
Bloody Good Time Clown Trailer (IT),5936,-1
Bloody Good Time Clown Trailer (DE),5937,-1
Bloody Good Time Clown Trailer (ES),5938,-1
Star Ruler - Trailer,5939,-1
MOH - Part 4,5940,-1
MOH - Part 3,5941,-1
MOH - Part 2,5942,-1
Mount & Blade WB,5943,17443
KB Crossworlds 1,5944,-1
MOH - Part 5,5945,-1
Lost Horizon Trailer,5946,-1
Airforte Preview,5947,-1
Haunted House Trailer 1,5949,-1
Haunted House Trailer 2,5950,-1
Shank Trailer,5951,-1
Left 4 Dead - The Sacrifice Teaser,5952,-1
Governor of Poker 2,5954,14640
NBA 2K11,5955,6428
NBA 2K11 Trailer,5956,-1
Polynomial Trailer,5957,-1
NBA 2K11 Training Video,5958,-1
Polynomial Trailer 2,5959,-1
Shank Trailer 2,5960,-1
Shank 2 - PEGI,5961,-1
X-Superbox Trailer,5962,-1
Diamon Dan Trailer,5963,-1
Winter Voices Trailer English,5964,-1
Shank Trailer 2 - PEGI,5965,-1
Winter Voices Trailer French,5966,-1
GWEN Trailer,5967,-1
X Superbox Trailer,5968,-1
Recettear Trailer (JP),5969,-1
GWEN,5970,-1
MOH - Launch Trailer,5971,-1
MOH - Accolade,5972,-1
MOH - Real Deal,5973,-1
MOH - Mindset,5974,-1
Homefront,5975,4494
MX vs ATV Trailer,5976,-1
Grotesque Tactics Trailer,5977,-1
Doc Clock Gameplay Trailer,5979,-1
Arcania Release Trailer,5980,-1
Cities XL 2011 - Trailer (French),5981,-1
Cities XL 2011 Trailer,5982,-1
Cities XL 2011 - Trailer ESRB,5983,-1
MX vs ATV Reflex Trailer,5984,-1
ProtoGalaxy Trailer,5985,-1
The Ball Launch Trailer,5986,-1
Railworks 2 Trailer,5987,-1
The Ball Launch Trailer 1,5988,-1
The UnderGarden Trailer,5989,-1
DOW2 Retribution Trailer,5990,-1
DOW2 Retribution Tyranid Trailer,5991,-1
DOW2 Retribution Eldar Trailer,5992,-1
Ever Quest - House of Thule ESRB Gameplay Trailer,5993,-1
Swords & Soldiers Trailer,5994,2047
Arcadia Trailer,5995,-1
Railworks 2 Trailer 2,5996,-1
Star Wars Republic Commando,6000,9119
Indiana Jones and the Fate of Atlantis,6010,4664
Star Wars Jedi Knight: Jedi Academy,6020,9087
Star Wars - Jedi Knight II: Jedi Outcast,6030,-1
The Dig,6040,9837
Star Wars - Battlefront II,6060,-1
Thrillville: Off the Rails,6080,10315
Armed and Dangerous,6090,589
Eets,6100,3061
Eets Demo,6110,-1
Shank,6120,8379
Shank Soundtrack,6122,-1
Shank pre-order,6129,-1
Shank Demo,6130,-1
Ghost Master,6200,3912
Vegas: Make It Big,6210,10905
FlatOut,6220,3586
FlatOut Demo,6230,-1
Making History: The Calm & The Storm,6250,5590
Making History: The Calm & The Storm Demo,6260,5590
Ducati World Championship,6270,2903
Alien Shooter: Vengeance,6290,364
Dreamfall: The Longest Journey,6300,2878
The Longest Journey,6310,10053
The Longest Journey Demo,6320,-1
Age of Conan: Hyborian Adventures,6330,265
Age of Conan - Hyborian Adventures,6340,-1
Age of Conan: Rise of the Godslayer,6350,-1
Age of Conan: Rise of the Godslayer,6360,-1
Bloodline Champions,6370,20132
Joint Task Force,6400,13651
Joint Task Force Demo,6410,-1
Nexus: The Jupiter Incident,6420,6543
Lost Planet: Extreme Condition,6510,5397
Lost Planet: Extreme Condition,6520,5397
Lost Planet: Extreme Conditions Demo,6530,-1
Lost Planet: Extreme Conditions DX10 Demo,6540,-1
Devil May Cry 3: Special Edition,6550,-1
Onimusha 3: Demon Siege,6570,6764
Lost Planet: Extreme Condition Trial,6580,-1
Lost Planet: Extreme Condition DirectX10 Trial,6590,-1
Bullet Candy,6600,1380
Bullet Candy Demo,6610,-1
SteamTestAppX,6700,-1
TestContent,6720,-1
Commandos: Behind Enemy Lines,6800,1870
Commandos: Beyond the Call of Duty,6810,1871
Commandos: Strike Force,6820,1872
Commandos 2: Men of Courage,6830,1867
Commandos 3: Destination Berlin,6840,1868
Hitman 2: Silent Assassin,6850,4473
Hitman: Blood Money,6860,4477
Battlestations: Midway,6870,952
Just Cause,6880,4904
Hitman: Codename 47,6900,4478
Deus Ex: Game of the Year Edition,6910,2486
Deus Ex: Invisible War,6920,2491
Just Cause Demo,6930,-1
Battlestations: Midway Multiplayer Demo,6940,-1
Hitman: Blood Money Demo,6950,-1
Thief: Deadly Shadows,6980,10299
Tomb Raider: Legend,7000,10477
Project: Snowblind,7010,-1
Rogue Trooper,7020,7949
Tomb Raider: Legend Demo,7030,-1
Project: Snowblind Demo,7050,-1
Infernal,7060,4680
Infernal Demo,7080,-1
Jade Empire: Special Edition,7110,4790
TrackMania United,7200,10597
TrackMania United Forever Beta,7203,-1
Runaway: A Road Adventure,7210,8016
Runaway: The Dream of the Turtle,7220,-1
Runaway, The Dream of the Turtle Demo,7230,-1
Sherlock Holmes 2,7240,-1
Sherlock Holmes: The Awakened,7250,8408
Loki,7260,5356
Loki Setup,7270,-1
Loki Egyptian Demo,7280,-1
Sherlock Holmes: The Awakened Demo,7290,-1
Azada,7340,761
Ricochet: Lost Worlds,7400,-1
Ricochet Lost Worlds Demo,7410,-1
Wik and the Fable of Souls,7420,11161
Wik Demo,7430,-1
Big Kahuna Reef,7440,-1
Ricochet Infinity,7450,7801
Simplz Zoo,7470,8571
Simplz Zoo - Demo,7490,-1
UFO: Afterlight - Old Version,7500,-1
X-Blades,7510,11361
Two Worlds II,7520,10732
Two Worlds II Castle Defense,7530,10734
Sid Meier's Railroads!,7600,8517
Railroad Tycoon 3,7610,7549
Railroad Tycoon 2: Platinum,7620,-1
Sid Meier's Railroads Demo,7630,-1
X-COM: Terror from the Deep,7650,11366
X-COM: Apocalypse,7660,11363
BioShock,7670,1065
BioShock,7700,1065
Bioshock Demo,7710,-1
X-COM: Interceptor,7730,11365
NBA 2K9,7740,6434
X-COM: UFO Defense,7760,11367
X-COM: Enforcer,7770,11364
MLB® Front Office Manager,7780,-1
NBA 2K9 Demo,7790,-1
Stubbs the Zombie in Rebel Without a Pulse,7800,9284
Top Spin 2,7810,10521
Stubbs The Zombie Demo,7820,-1
Men of War,7830,5881
Death Track: Resurrection,7840,2371
Cryostasis,7850,2065
NecroVisioN,7860,6467
1701 A.D.: Gold Edition,7870,-1
1701 A.D.: Sunken Dragon,7880,-1
Men of War - Demo,7890,-1
The Movies,7900,10101
The Movies: Stunts and Effects,7910,10102
The Movies Demo,7920,-1
Call of Duty 4: Modern Warfare Demo,7930,-1
Call of Duty 4: Modern Warfare,7940,1468
Call of Duty 4: Modern Warfare,7950,1468
Cabelas Trophy Bucks,7970,16905
Soldier of Fortune: Payback,7980,8726
Monster Jam,7990,17288
Tomb Raider: Anniversary,8000,10476
Tomb Raider: Anniversary,8009,10476
Ancient Wars: Sparta,8010,-1
Tomb Raider: Anniversary Demo,8030,-1
Championship Manager 2007,8040,12227
Championship Manager 2008,8060,12228
Championship Manager 2008 Demo,8070,-1
Kane & Lynch: Dead Men,8080,310
Conflict: Denied Ops Demo,8090,-1
Conflict: Denied Ops,8100,1885
Conflict: Denied Ops,8110,1885
Tomb Raider: Underworld,8140,10482
Tomb Raider: Underworld,8142,10482
Tomb Raider: Underworld Demo,8150,-1
Shellshock 2: Blood Trails,8160,8398
Shellshock 2,8169,8398
Battlestations: Pacific,8170,953
Battlestations: Pacific,8179,953
Battlestations: Pacific - Demo,8180,-1
Just Cause 2,8190,4905
Just Cause 2 Pre-Order,8199,-1
Sam & Max 101: Culture Shock,8200,250
Sam & Max 102: Situation: Comedy,8210,250
Sam & Max 103: The Mole, the Mob and the Meatball,8220,250
Sam & Max 104: Abe Lincoln Must Die!,8230,250
Sam & Max 105: Reality 2.0,8240,250
Sam & Max 106: Bright Side of the Moon,8250,250
Sam & Max 201: Ice Station Santa,8260,250
Sam & Max 202: Moai Better Blues,8270,250
Sam & Max 203: Night of the Raving Dead,8280,250
Sam & Max 204: Chariots of the Dogs,8290,250
Sam & Max 205: What's New Beelzebub?,8300,250
Bone: Out from Boneville,8310,1256
Bone: The Great Cow Race,8320,1257
Telltale Texas Hold'Em,8330,9678
Strong Bad Episode 1: Homestar Ruiner,8340,9272
Strong Bad Episode 2: Strong Badia the Free,8350,9273
Strong Bad Episode 3: Baddest of the Bands,8360,9274
Strong Bad Episode 4: Dangeresque 3,8370,9275
Strong Bad Episode 5: 8-Bit Is Enough,8380,9276
Geometry Wars: Retro Evolved,8400,3897
EVE Online,8500,3214
EVE Online Demo,8510,-1
RACE 07,8600,7509
RACE 07 Dedicated Server,8610,-1
Attack on Pearl Harbor,8620,-1
Attack on Pearl Harbor Demo,8630,-1
RACE On,8640,7512
RACE 07: Andy Priaulx Crowne Plaza Raceway,8650,-1
GTR Evolution,8660,4144
GTR Evolution,8662,4144
RACE 07 Demo - Crowne Plaza Raceway edition,8670,-1
RACE 07 Demo - Crowne Plaza Edition Dedicated Server,8680,-1
STCC: The Game,8690,-1
STCC: The Game Demo,8700,-1
STCC - The Game Demo Dedicated Server,8710,-1
GTR Evolution Demo,8720,-1
GTR Evolution Demo Dedicated Server,8730,-1
Puzzlegeddon,8740,-1
Puzzlegeddon Demo,8750,-1
RACE On - DEMO,8760,-1
RACE On - Demo: Dedicated Server,8770,-1
GTR 2 - FIA GT Racing Game,8790,-1
Sid Meier's Civilization IV: Beyond the Sword,8800,8506
Sid Meier's Civilization IV: Beyond the Sword,8804,8506
Sid Meier's Civilization IV: Beyond the Sword - Final Frontier Demo,8820,-1
MLB® Front Office Manager,8830,-1
Major League Baseball 2K9,8840,-1
BioShock 2,8850,1066
Bioshock 2 Pre-order,8859,-1
BioShock Infinite,8870,1068
Freedom Force,8880,3694
Freedom Force vs. the 3rd Reich,8890,3695
Freedom Force - Demo,8900,-1
Freedom Force vs. the 3rd Reich - Demo,8910,-1
Sid Meier's Civilization V,8930,8498
Borderlands,8950,1273
Borderlands DLC: Claptrap's New Robot Revolution,8955,-1
Axel & Pixel,8970,758
Borderlands,8980,1273
Borderlands,8989,1273
Borderlands DLC: The Zombie Island of Dr. Ned,8990,-1
Wolfenstein 3D: Spear of Destiny,9000,11251
Return to Castle Wolfenstein,9010,7764
Quake Mission Pack 2: Dissolution of Eternity,9030,7463
Quake Mission Pack 1: Scourge of Armagon,9040,7462
DOOM 3,9050,2704
HeXen II,9060,4443
DOOM 3: Resurrection of Evil,9070,2706
Quake III Arena Demo,9080,-1
Quake III: Team Arena Demo,9090,-1
DOOM 3 Demo,9100,-1
Hexen II Demo,9120,-1
Quake II Demo,9130,-1
Master Levels for DOOM II,9160,5719
Commander Keen Complete Pack,9180,1859
RAGE,9200,7526
Rage,9219,7526
Rage Authority Pack DLC,9240,-1
Rage Sewers DLC,9241,-1
Company of Heroes Singleplayer Demo,9300,-1
Warhammer 40,000: Dawn of War – Winter Assault,9310,-1
Dawn of War Demo,9320,-1
Dawn of War Winter Assault Demo,9330,-1
Company of Heroes: Opposing Fronts,9340,1876
Supreme Commander,9350,9483
ValveTestApp9360,9360,-1
Supreme Commander Editor,9370,-1
Juiced 2: Hot Import Nights,9400,4882
Supreme Commander: Forged Alliance,9420,9485
Warhammer 40,000: Dawn of War – Soulstorm Demo,9440,-1
Warhammer 40,000: Dawn of War – Soulstorm,9450,-1
Frontlines: Fuel of War,9460,3734
Saints Row 2,9480,8072
Gish,9500,3938
Gish Demo,9510,-1
Desperados 2: Cooper’s Revenge,9710,-1
Tycoon City: New York,9730,-1
Indigo Prophecy,9740,4672
Act of War: High Treason,9760,20002
Death to Spies,9800,2369
The Witcher: Enhanced Edition,9810,10267
Codename: Panzers - Cold War,9850,-1
The Chronicles of Riddick: Assault on Dark Athena,9860,9807
Ghostbusters: The Video Game,9870,3920
Champions Online: Free For All,9880,-1
Champions Online - Free Trial,9885,-1
Champions Online: Blood Moon Weekend,9890,-1
Star Trek Online,9900,9055
Star Trek Online - Deluxe CD Key,9905,-1
Star Trek Online - Standard CD Key,9906,-1
Star Trek Online - Phaser Turret Unlock Key,9907,-1
Star Trek Online Steam Starter Pack,9908,-1
Star Trek Online - Beta,9910,-1
Star Trek Online - Free Trial,9920,-1
Test Drive Unlimited 2,9930,9713
Test Drive Unlimited 2: Pagani Zonda Key,9932,-1
Test Drive Unlimited 2: 2010 Audi RS 5 Coupe Key,9933,-1
Blade Kitten,9940,1119
BKEpisode2,9942,-1
Blade Kitten,9949,1119
Blade Kitten Demo,9950,-1
Haunted House,9960,3687
Star Raiders ,9970,9050
The UnderGarden,9980,10242
The Undergarden Demo,9985,-1
Ghostbusters: Sanctum of Slime,9990,3919
Ghostbusters Sanctum of Slime Challenge Pack,9992,-1
Ghostbusters: Sanctum of Slime Demo,9998,-1
Enemy Territory: Quake Wars,10000,3121
Enemy Territory: QUAKE Wars Demo,10010,-1
Enemy Territory: QUAKE Wars Dedicated Server,10030,-1
The History Channel: Battle for the Pacific,10040,14707
Enemy Territory: QUAKE Wars Demo 2.0,10050,-1
Quantum of Solace,10080,7467
Call of Duty: World at War,10090,1483
King's Quest Collection,10100,-1
Space Quest Collection,10110,-1
Aces of the Galaxy,10120,11947
TimeShift,10130,10361
3D Ultra Minigolf Adventures Deluxe,10140,-1
Prototype,10150,7365
Prototype,10159,7365
Wolfenstein,10170,7764
Call of Duty: Modern Warfare 2,10180,1477
Call of Duty: Modern Warfare 2 - Multiplayer,10190,-1
Call of Duty: Modern Warfare 2 Stimulus Package,10195,-1
Call of Duty: Modern Warfare 2 - Resurgence Pack,10196,-1
Call of Duty: Modern Warfare 2 - Resurgence Pack,10197,-1
Call of Duty: Modern Warfare 2,10199,1477
Postal 3,10220,-1
Dead Mountaineer's Hotel,10230,2310
Stroke of Fate: Operation Valkyrie,10240,138
PT Boats: Knights of the Sea,10250,-1
PT Boats: South Gambit,10260,-1
Disciples III: Reincarnation,10270,2584
Sega Rally,10400,8286
Futbol Manager 2008,10410,-1
Worldwide Soccer Manager 2008,10420,3626
Universe at War: Earth Assault,10430,10818
The Golden Compass,10440,9894
The Club,10460,9813
Happy Tree Friends: False Alarm,10470,4293
Football Manager 2008,10480,3626
Iron Man,10490,4738
Empire: Total War,10500,3110
The Incredible Hulk: The Official Videogame,10510,-1
Empire: Total War,10519,3110
Beijing 2008,10520,998
Space Siege,10530,8873
Football Manager 2009,10540,3627
Football Manager 2009,10545,3627
Worldwide Soccer Manager 2009,10546,3627
Worldwide Soccer Manager 2009,10560,3627
Football Manager 2009 Demo,10570,-1
Football Manager 2009 Korean,10590,-1
Empire: Total War - Special Forces Unit,10600,-1
Empire: Total War - Dahomey Amazons Unit,10601,-1
Empire: Total War - Death's Head Hussars Unit,10602,-1
Empire: Total War - USS Constitution Unit,10603,-1
Empire Total War: Elite Units of the West,10604,-1
Empire: Total War - Multiplayer Beta,10605,-1
Empire: Total War™ - The Warpath Campaign,10606,-1
Empire: Total War - Elite Units of America DLC,10607,-1
Empire: Total War™ - Elite Units of the East,10608,-1
Empire: Total War - Elite Units of the East (pre-order),10609,-1
Empire: Total War Demo,10620,-1
Football Manager Live,10630,-1
Empire: Total War Naval Demo,10640,-1
Stormrise,10650,9219
Stormrise,10660,9219
Aliens vs. Predator,10680,381
Virtua Tennis 2009,10690,10964
Aliens vs Predator Swarm Map Pack,10695,-1
Aliens vs Predator Exclusive Multiplayer Skins,10696,-1
Aliens vs Predator: Bug Hunt Pack,10697,-1
Aliens vs. Predator,10699,381
Speedball 2: Tournament,10700,-1
Loki Norse Demo,11000,-1
TrackMania Nations Forever,11020,10596
Sherlock Holmes: Nemesis,11040,8406
Dracula: Origin,11050,2751
Pro Cycling Manager Season 2008,11060,-1
Pro Cycling Manager - Season 2008 Stage Editor,11070,-1
Sherlock Holmes: Nemesis Demo,11080,-1
Dracula: Origin Demo,11090,-1
Pro Cycling Manager Season 2009,11120,-1
Sherlock Holmes: The Mystery of The Mummy,11130,8411
Sherlock Holmes: The Awakened - Remastered,11140,8408
Sherlock Holmes: The Secret of the Silver Earring,11150,-1
Blood Bowl: Dark Elves Edition,11170,-1
Bloodbowl Activation Key,11172,-1
Blood Bowl: Dark Elves Edition,11179,-1
Sherlock Holmes: The Mystery of The Persian Carpet,11180,8412
Sherlock Holmes versus Jack the Ripper,11190,8403
Shadowgrounds: Survivor,11200,-1
Shadowgrounds: Survivor,11202,-1
Alpha Prime Demo,11210,-1
Shadowgrounds Survivor Demo,11220,-1
Gumboy Tournament,11230,4187
Space Trader: Merchant Marine,11240,8876
Pacific Storm,11250,6868
Pacific Storm: Allies,11260,6870
Gumboy Tournament Demo,11270,-1
Penguins Arena: Sedna's World,11280,6955
Obulis,11330,6695
Larva Mortus,11340,5182
Larva Mortus Demo,11350,-1
Chains,11360,1628
Nikopol: Secrets of the Immortals,11370,6609
Crash Time II,11390,1984
Clive Barker's Jericho,11420,1751
Clive Barker's Jericho,11424,1751
DiRT,11440,1803
Overlord,11450,6848
Clive Barker's Jericho Demo,11460,-1
Overlord Demo,11470,-1
Soldiers: Heroes of World War II,11480,8727
ToCA Race Driver 3,11500,10394
Brian Lara International Cricket 2007,11520,-1
Second Sight,11550,8206
Maelstrom,11560,11234
Hospital Tycoon,11590,4507
Counter-Strike Online,11600,-1
ValveTestApp11600 content 2,11602,-1
ValveTestApp11600 content 3,11603,-1
ValveTestApp11600 content 4,11604,-1
ValveTestApp11600 content 5,11605,-1
Dragon Nest,11610,-1
Lumines,11900,5426
Lumines Demo,11910,-1
Lumines: Advanced Pack,11920,-1
Grand Theft Auto III,12100,4061
Grand Theft Auto: Vice City,12110,4075
Grand Theft Auto: San Andreas,12120,4073
Manhunt,12130,5600
Max Payne,12140,5736
Max Payne 2: The Fall of Max Payne,12150,5738
Midnight Club II,12160,5998
Grand Theft Auto,12170,4058
Grand Theft Auto 2,12180,4059
Wild Metal Country,12190,11174
Bully: Scholarship Edition,12200,1387
Grand Theft Auto IV,12210,4062
Grand Theft Auto IV,12219,4062
Grand Theft Auto: Episodes from Liberty City,12220,4067
Grand Theft Auto III,12230,4061
Grand Theft Auto: Vice City,12240,4075
Grand Theft Auto: San Andreas,12250,4073
Max Payne 2,12260,5738
Baseball Mogul 2008,12300,-1
Culpa Innata,12310,2103
Sacred Gold,12320,8053
DarkStar One,12330,2255
Jack Keane,12340,4778
FlatOut: Ultimate Carnage,12360,3589
FlatOut: Ultimate Carnage,12364,3589
Jagged Alliance 2: Gold Pack,12370,4792
Jagged Alliance 2 Gold: Unfinished Business,12380,-1
Exodus from the Earth,12390,3269
Exodus from the Earth,12392,3269
Baseball Mogul 2009,12400,-1
Perimeter 2: New Earth,12420,6970
SlamIt Pinball: Big Score,12430,-1
Ankh 2: Heart of Osiris,12440,481
Ankh 3: Battle of the Gods,12450,-1
BC Kings,12460,968
Port Royale 2,12470,7227
9th Company - Roots of Terror,12480,-1
Puzzle Quest,12500,14984
Prison Tycoon 3: Lockdown,12510,-1
18 Wheels of Steel: American Long Haul,12520,50
Hunting Unlimited 2008,12530,-1
Mahjongg Investigations: Under Suspicion,12540,5564
Are You Smarter than a 5th Grader?,12550,563
Ride! Carnival Tycoon,12560,7803
Hot Dish,12570,4509
Dr. Daisy: Pet Vet,12580,2737
Sprint Cars: Road to Knoxville,12590,17287
Midnight Outlaw: 6 Hours to Sun Up,12600,-1
Legend: Hand of God,12630,5237
Drakensang,12640,2865
Fetch It Again,12650,-1
Miss Popularity,12660,-1
Mission Runway,12670,6092
Hunting Unlimited 2010,12690,-1
Overlord: Raising Hell,12710,6852
Turning Point: Fall of Liberty,12720,10703
GRID,12750,19879
Rise of the Argonauts,12770,7837
Damnation,12790,2152
Damnation,12799,2152
FUEL,12800,3739
Overlord II,12810,6850
Overlord II,12819,6850
Overlord II - Demo,12820,-1
Operation Flashpoint: Dragon Rising,12830,6779
DiRT 2,12840,1804
ValveTestApp12849,12849,-1
FUEL - Demo,12850,-1
Ashes Cricket 2009,12860,-1
Operation Flashpoint: Dragon Rising Mission Editor,12880,-1
Operation Flashpoint: Dragon Rising - Demo,12890,-1
Audiosurf,12900,723
Audiosurf Demo,12910,-1
Ninja Reflex: Steamworks Edition,13000,-1
Ninja Reflex: Steamworks Edition Demo,13010,-1
America's Army 3 Beta,13120,-1
America's Army 3,13140,426
America's Army 3 Dedicated Server,13180,-1
Unreal II: The Awakening,13200,10828
Unreal Tournament 3: Black Edition,13210,10833
Unreal Tournament 2004,13230,10832
Unreal Tournament: Game of the Year Edition,13240,-1
Unreal Gold,13250,10827
Unreal Development Kit,13260,-1
Prince of Persia: Warrior Within,13500,7299
Tom Clancy's Ghost Recon: Advanced Warfighter 2,13510,-1
Far Cry,13520,3376
Prince of Persia: The Two Thrones,13530,7298
Tom Clancy's Rainbow Six: Vegas,13540,10455
Tom Clancy's Splinter Cell,13560,10457
Tom Clancy's Splinter Cell: Chaos Theory,13570,10461
Tom Clancy's Splinter Cell: Double Agent,13580,10463
Prince of Persia: The Sands of Time,13600,7297
Tom Clancy's Ghost Recon: Desert Siege,13620,10433
Tom Clancy's Ghost Recon: Island Thunder,13630,10436
Tom Clancy's Ghost Recon: Advanced Warfighter,13640,-1
Tom Clancy's Rainbow Six,13650,10442
Tom Clancy's Rainbow Six 2: Rogue Spear,13660,-1
Savage 2: A Tortured Soul,13700,-1
Tom Clancy's Rainbow Six: Lockdown,15000,10451
Rayman 2 - The Great Escape,15060,-1
Rayman: Raving Rabbids,15080,-1
Assassin's Creed,15100,649
Tom Clancy's Rainbow Six: Vegas 2,15120,10456
Beyond Good & Evil,15130,1018
Petz Dogz 2,15140,6984
Petz Catz 2,15150,6983
Petz Horsez 2,15160,6985
Heroes of Might & Magic V,15170,4422
Brothers in Arms: Road to Hill 30,15190,1343
Silent Hunter: Wolves of the Pacific,15200,8538
Silent Hunter III,15210,8537
Blazing Angels: Squadrons of WWII,15220,1149
Blazing Angels 2: Secret Missions of WWII,15230,1148
Silent Hunter: Wolves of the Pacific U-Boat Missions,15240,-1
Chessmaster: Grandmaster Edition,15260,-1
Cold Fear,15270,1795
Pacific Fighters,15280,-1
Lost: Via Domus,15290,5398
Tom Clancy's Ghost Recon,15300,10425
The Settlers: Heritage of Kings,15310,10166
IL-2 Sturmovik: 1946,15320,13704
The Settlers: Rise of an Empire,15330,17243
Brain Spa,15350,-1
Call of Juarez: DirectX 10,15360,-1
Heroes of Might & Magic V: Tribes of the East,15370,4422
Heroes of Might & Magic V: Hammers of Fate,15380,4422
Brothers in Arms: Hell's Highway,15390,1342
Brothers in Arms: Hell's Highway,15396,1342
Harvest: Massive Encounter,15400,4344
The Wonderful End of the World,15500,10276
The Wonderful End of the World Demo,15510,-1
AaAaAA!!! - A Reckless Disregard for Gravity,15520,153
Aaaaa!!! Brutal Concussion,15522,-1
